gen,nevals,avg,std,min,max,dead,time
0,3500,664046.4021158738,24055994.446239576,97.75926140437579,1000000000.0,2,24.855331659317017
1,2736,1589.0433610621815,14860.326659437156,97.75891958052048,323789.32277499314,0,19.130093097686768
2,2705,872.6315000216873,8107.701652709989,97.75159305798144,174307.7983884333,0,19.09777021408081
3,2645,833.6546516486148,8771.42622268438,97.75159305798144,201032.41201422867,0,19.595393896102905
4,2720,553.4073953781094,5440.709111280864,97.74997452183217,182757.27501803407,0,20.32072949409485
5,2705,309.155772520477,932.7268781313649,97.74997452183217,27491.09428627328,0,20.173901557922363
6,2740,992.9616293664347,11798.305440610851,97.73775884377,286593.8641869525,0,20.183436632156372
7,2750,397.2217969501006,3577.6940948694028,97.73775884377,123827.42251827681,0,19.958640336990356
8,2672,291.5010033241421,902.4350732521356,97.73775884377,34641.13538767801,0,20.40031361579895
9,2704,287.0155272960504,803.0925903329968,97.73775884377,39524.54203933608,0,20.919253826141357
10,2725,288.6724703734298,751.7135385950838,97.73775884377,26388.92740505893,0,20.27347755432129
11,2684,482.2126571145557,4930.838615511317,97.73775884377,129026.5942528667,0,19.910540103912354
12,2737,346.6443482482396,2726.6489442242646,97.73775884377,126487.07967608134,0,19.886229991912842
13,2666,327.09169954494575,1467.7762475966208,97.73775884377,76898.33622700565,0,20.17243242263794
14,2653,319.4266466169876,937.5593760779878,97.73775209247096,26134.847543521195,0,20.738630771636963
15,2661,386.5415960934338,3164.289688305066,97.73775209247096,117109.45616305634,0,20.13269329071045
16,2761,538.7896389888181,5352.847301216705,97.73775209247096,129089.89853745642,0,20.715561866760254
17,2706,300.982374439248,648.4811798616047,97.73775167073154,29912.325050191947,0,19.87243127822876
18,2716,348.6307676047894,2733.9801451409294,97.73775167073154,111245.13772687515,0,19.937559843063354
19,2734,291.8858710091776,489.26041337269817,97.73775167073154,11433.083890395113,0,20.48572325706482
20,2721,290.6672674600359,408.72258193385017,97.73775153818191,1875.1499745232882,0,20.35013222694397
21,2678,381.70034786699705,3156.057164026155,97.73775153818191,117257.1692430134,0,19.808608055114746
22,2675,291.0294826620299,436.91873517454883,97.73775153818191,9828.519333072394,0,20.32196593284607
23,2699,303.39098602443556,622.0200425543699,97.73775153818191,27491.09428627328,0,20.427263498306274
24,2744,752.1612167415427,7583.616663774309,97.73775153818191,158710.2284999531,0,20.095184564590454
25,2708,337.3840708749903,2212.8661868537906,97.73775153818191,90217.04460410308,0,20.765983819961548
26,2649,376.8888351160703,2833.4440436007,97.73775153818191,111245.13772687515,0,20.742586612701416
27,2696,410.1387888070129,3488.3482116721516,97.73775153818191,128965.06722781359,0,21.096876621246338
28,2698,390.9916406764794,3296.038052469088,97.73775153818191,128965.06722781359,0,20.487378358840942
29,2735,317.2987912273348,432.0383632704514,97.73775153818191,2720.0608380361487,0,20.551745414733887
30,2714,431.8496904820921,3949.073263085662,97.73775153818191,140249.57697518708,0,22.16426372528076
31,2675,307.843024619783,454.95077909313784,97.73775153818191,10929.007030824609,0,20.859078645706177
32,2717,348.5737420928715,1890.1657566765446,97.73775153818191,108716.69608849101,0,21.41315793991089
33,2709,328.1753991930868,474.5771141473236,97.73775153818191,10290.477611062619,0,20.37746500968933
34,2736,354.8650380584385,1475.3509963271174,97.73775153818191,83700.0399238382,0,20.94832944869995
35,2747,363.43324009808856,2302.037897582583,97.73775153818191,133658.31088832926,0,21.834036111831665
36,2726,307.77539185641274,422.6376653819099,97.73775153818191,1878.7258707234027,0,20.390267610549927
37,2694,306.52408967131936,420.1743677881115,97.73775153818191,1682.0805749146928,0,20.899845838546753
38,2688,483.04555496246195,4758.242463511706,97.73775153818191,140249.57697518708,0,20.73429226875305
39,2712,321.4971723111067,523.8044298690561,97.73775153818191,15451.397538097786,0,20.878862142562866
40,2734,320.3940610534412,432.891801325257,97.73775153818191,1827.5728035580794,0,21.47044587135315
41,2681,324.0611675591232,489.08480169653456,97.73775153818191,11830.029367819681,0,20.319448471069336
42,2717,411.2410077975427,2680.9454572446525,97.73775153818191,100319.44286022494,0,20.700645685195923
43,2700,321.99776992603046,451.4230639372823,97.73775153818191,7188.1932570587205,0,20.506163835525513
44,2779,319.3370318486456,431.0316675300743,97.73775153818191,1700.0612571635543,0,22.807599306106567
45,2668,344.2136991240754,1652.365647349708,97.73775153818191,91260.49178974929,0,21.385942697525024
46,2660,323.34271959801146,450.71741601367114,97.73775153818191,7886.972126291654,0,20.683205127716064
47,2756,330.600356100861,458.7689560405695,97.73775153818191,8281.680210129725,0,22.614116430282593
48,2721,363.47410126044014,1882.276191354938,97.73775153818191,100643.35723571498,0,20.866523504257202
49,2665,398.221629587068,3083.310097947096,97.73775153818191,132821.52168815935,0,20.84299111366272
50,2769,328.6174609344645,436.30712354111756,97.73775153818191,1832.810410233083,0,21.67731761932373
