gen,nevals,avg,std,min,max,dead,time
0,3500,902384.410259219,24606095.426242076,87.1092782587285,1000000000.0,1,173.0737121105194
1,2716,273.3184055158597,1174.6339003180456,87.04963194641817,21016.820305437293,0,129.95680260658264
2,2736,172.33365039297698,538.8779638964694,87.04963194641817,11170.656299795357,0,137.07124662399292
3,2677,179.30887326263343,521.6883789735003,87.04963194641817,14336.64981271935,0,128.2733826637268
4,2762,193.68285442816412,502.73682091682855,87.04034901775,10748.554644586791,0,131.54361033439636
5,2705,208.04151877925537,447.87110558758104,87.04629630800008,7482.703920056334,0,127.75098776817322
