gen,nevals,avg,std,min,max,dead,time
0,3500,454660.64762738434,19563566.69333464,87.04179142062334,1000000000.0,1,30.793437957763672
1,2703,466.6928755767836,1542.348873875278,87.02930261235896,22657.16764776506,0,20.216071367263794
2,2712,349.02114088387276,1145.650365959626,87.04179142062334,23601.15888142853,0,21.026222229003906
3,2756,389.4481542203033,1380.4710481498762,87.0052183936338,22602.162481376712,0,21.897528409957886
4,2675,321.4975745469852,1061.4066881300864,87.0052183936338,19896.22605053174,0,22.00578498840332
5,2663,283.35351792948626,712.0273992005635,86.98688070600048,12102.479507442278,0,22.572630405426025
6,2683,260.5738769309169,601.9819975018544,86.98688070600048,8581.664437872229,0,22.363881587982178
7,2692,246.67079531384996,537.0540812339433,86.98688070600048,11630.667710103344,0,21.775036334991455
8,2739,225.64068550699238,410.30851634503694,86.98181648123362,7236.2548280564,0,23.18701481819153
9,2735,247.83707359461692,550.6119823969299,86.98181648123362,7519.042485975914,0,22.4947612285614
10,2671,230.70211843588544,514.4975557910126,86.98181648123362,7424.21427057624,0,21.98332667350769
11,2735,216.06340790941962,549.3143060682951,86.97423215894125,8245.36756828341,0,22.49789333343506
12,2724,190.69231039687352,417.1310355726997,86.97423133845176,7388.546700351935,0,21.730781316757202
13,2731,202.84977776089053,479.0479137069018,86.97422959572786,7485.466460658709,0,22.76734161376953
14,2645,201.7491921655525,445.9888307618832,86.97422959572786,7787.208984861825,0,23.3162362575531
15,2703,210.55249030715794,391.18589938575514,86.97422959572786,7645.301518511378,0,22.00878882408142
16,2732,210.24870462575862,512.2457110887646,86.97422959572786,12809.05068783548,0,21.695617198944092
17,2771,202.29507561691508,340.23902350400203,86.97422787691627,7350.295365395776,0,21.676381587982178
18,2687,198.3392580683542,331.36696261518836,86.97422787691627,6610.553017101744,0,22.903562784194946
19,2721,197.03671249734037,315.4605555043015,86.97422787691627,2565.9386350773507,0,22.031355381011963
20,2742,185.66591822017696,299.03248700681706,86.97422787691627,1291.761986772965,0,20.905301570892334
21,2740,198.7503867756385,316.0212690379643,86.97422787691627,1197.514201387097,0,21.570377111434937
22,2666,199.16714958758186,400.5706167234524,86.97422787691627,8988.444099073638,0,21.264324188232422
23,2702,202.40548455400213,350.714832568806,86.97422787691627,7372.042588342071,0,21.927050352096558
24,2752,185.55083918364187,298.778241233186,86.97422787691627,1242.4229075363855,0,21.73595380783081
25,2717,184.89736219961796,297.85665353425446,86.97422787691627,1215.831000597757,0,20.762617588043213
26,2720,179.89394380897562,291.12007946616455,86.97422787691627,1198.422936379936,0,21.158985137939453
27,2641,175.6306659184025,284.75287934777094,86.97422787691627,1182.296880872229,0,21.465961933135986
28,2670,188.531370113351,303.59143377387244,86.9742238105947,1485.991198930534,0,21.829819202423096
29,2714,195.2838482163056,369.60221712231845,86.9742238105947,6713.322139321433,0,22.696606159210205
30,2672,184.03122558885346,311.2038258124547,86.9742238105947,5924.0704768577625,0,21.8846697807312
31,2673,169.8352238805712,276.2629220203627,86.9742238105947,1215.831000597757,0,21.835949182510376
32,2731,171.84673873278814,279.5299178740602,86.9742238105947,1197.5155673330992,0,22.332951068878174
33,2660,170.71747454300976,277.73927581522753,86.9742238105947,1215.831000597757,0,21.197044372558594
34,2742,169.76143592663266,275.941963178097,86.9742238105947,1215.831000597757,0,21.25037980079651
35,2731,169.31133319633574,274.94819233751457,86.9742238105947,1198.4591850481431,0,22.37188720703125
36,2721,162.279546454416,267.9607420234695,86.9742238105947,3216.0220989857116,0,20.580137729644775
37,2710,162.51812472909742,264.6385589423292,86.9742238105947,1215.831000597757,0,20.551527500152588
38,2709,162.13148916871268,262.77510483296595,86.9742238105947,1198.5590980950165,0,22.785564422607422
39,2741,169.04460081043015,320.3822668208556,86.9742238105947,7358.169045719356,0,22.754920482635498
40,2777,165.13357084301234,328.1726219803076,86.9742238105947,7375.967850073446,0,21.97076940536499
41,2737,165.12493807247182,268.18007365687396,86.9742238105947,1376.3040210765266,0,22.81741714477539
42,2773,168.0712061671663,286.86012993061854,86.9742238105947,4402.238650628351,0,21.670886754989624
43,2686,157.38409995991066,255.39043849109774,86.9742238105947,1446.8489009259022,0,21.109947443008423
44,2705,157.99749671293375,256.51506727083023,86.9742238105947,1249.2623245123657,0,20.815290689468384
45,2736,146.82315279623415,236.19694370245594,86.9742238105947,1110.9347459905293,0,19.43558955192566
46,2687,142.93278160912737,228.94009239932916,86.9742238105947,1150.9038896865623,0,20.015093326568604
47,2727,149.55307546445493,276.3627684499155,86.9742238105947,6359.996627910396,0,20.4146089553833
48,2717,150.34938265497163,251.38937088798204,86.9742238105947,3359.404314293008,0,20.451014757156372
49,2692,151.74753054817108,245.36019168784617,86.9742238105947,1197.4156064814567,0,21.515845775604248
