gen,nevals,avg,std,min,max,dead,time
0,3500,293430.48349244584,13944205.757068789,97.75164763287279,816666797.9307516,0,26.80715012550354
1,2701,1351.208135631345,14117.25279278056,97.74993328836294,292927.0868960571,0,20.318801641464233
2,2690,794.5792617388122,7889.7732016369055,97.74833973117144,183685.85136256818,0,20.762497663497925
3,2716,940.3569546589024,8985.205889229797,97.73947514069891,196399.90088005117,0,21.53084421157837
4,2757,586.8009740333414,6789.378877411547,97.73947514069891,201032.41201422867,0,21.759273767471313
5,2689,633.7894961013827,6754.389291706733,97.73947514069891,162043.31322449745,0,21.20948815345764
6,2703,440.35293873983494,4800.7102648320815,97.73947514069891,136929.8387279334,0,22.018227338790894
7,2690,327.403610837285,3113.6616737549225,97.73946601524138,111415.05656195655,0,21.7103054523468
8,2720,361.9810789535926,3374.620161907583,97.73946588269173,106365.35135407654,0,23.06540822982788
9,2692,229.5735180048942,406.5125311430322,97.73946588269173,10541.05718308105,0,21.62067437171936
10,2707,240.0308213959594,359.6939556322075,97.73946588269173,5365.985348180003,0,20.953788995742798
11,2717,320.6045233224004,2530.3870808461825,97.73776079618908,109186.18850262188,0,21.6583571434021
12,2734,261.0775011503352,387.24518941578987,97.73776079618908,6703.684585023497,0,22.683814525604248
13,2709,492.3118050863277,5544.175922415348,97.73776079618908,186601.82430586472,0,20.749724626541138
14,2713,372.39148968177517,3128.805764728799,97.73775167073154,138154.95611358742,0,21.405922412872314
15,2675,274.7137223243625,376.61841007816184,97.73775153818191,1991.7493513949803,0,20.261385679244995
16,2680,264.51393489717657,368.9217476267917,97.73775153818191,1732.498765240652,0,19.3952579498291
17,2694,279.60863676093777,407.1300829294439,97.73775153818191,8402.456842097086,0,19.614476442337036
18,2751,285.6643518891672,390.36247183184224,97.73775153818191,2657.9832317703194,0,20.612468242645264
19,2689,282.35430416738336,396.97008023882177,97.73775153818191,6106.667824267558,0,19.198675870895386
20,2666,301.42025314479355,404.42357091429056,97.73775153818191,2798.2885457965644,0,19.481245040893555
21,2798,322.6146118605327,419.05005591541925,97.73775153818191,1794.0223397395462,0,22.504581928253174
22,2721,330.2877014069924,427.85786370961813,97.73775153818191,1803.5848870911964,0,20.817946195602417
23,2726,326.83688412551794,422.56480076328944,97.73775153818191,1791.7875997214992,0,19.714315176010132
24,2738,354.8936657540249,727.2473724211164,97.73775153818191,31740.343875406197,0,20.020830392837524
25,2671,336.5477063990933,633.585541398841,97.73775153818191,24648.61476939574,0,20.025886297225952
26,2712,341.3267564482143,885.6061897454799,97.73775153818191,45793.86224597713,0,19.809783697128296
27,2794,329.9463716148835,429.3596266307127,97.73775153818191,3106.9328048943207,0,21.27359962463379
28,2690,315.7957677563926,486.4563161754868,97.73775153818191,11433.083890395113,0,19.652759552001953
29,2673,324.27931149896136,440.3372984513564,97.73775153818191,8245.81504066681,0,19.162914037704468
30,2687,365.1853339402291,1816.3420399228964,97.73775153818191,101974.83322337034,0,20.584137678146362
31,2732,588.0428029640733,7394.5158357946075,97.73775153818191,223612.90658176361,0,20.124600172042847
32,2719,320.4060174169745,420.5676219181737,97.73775153818191,1714.2275503202854,0,18.945838928222656
33,2698,316.9963768538832,418.5333512784953,97.73775153818191,1664.7539226639446,0,19.67357563972473
34,2683,325.24097695612164,425.15822522240046,97.73775153818191,1694.6341991266454,0,19.19329524040222
35,2681,334.4939785842101,1126.5853761334658,97.73775153818191,61784.909431881526,0,18.74692177772522
36,2776,327.0925634261013,422.4434659975648,97.73775153818191,1584.5267869072018,0,19.896302700042725
37,2727,337.08466660961284,432.7037048713926,97.73775153818191,1714.2275503202854,0,18.847293853759766
38,2739,336.9281499669708,431.0220613806312,97.73775153818191,1647.4271794647834,0,19.83222794532776
39,2687,340.8012323094988,436.43328211202163,97.73775153818191,1797.697044152742,0,19.181962490081787
40,2747,326.0700120624732,425.9382086509614,97.73775153818191,2742.8962844553703,0,19.856467962265015
41,2691,342.5015062200375,434.8774937463127,97.73775153818191,1589.436150937017,0,19.033164024353027
42,2670,335.92118350892514,431.9287038163348,97.73775153818191,1644.1212208533902,0,19.777177333831787
43,2776,328.8535444976622,426.6521345684211,97.73775153818191,1689.1957125257268,0,20.670449256896973
44,2719,321.23516182659904,419.562790589847,97.73775153818191,1583.1232956424797,0,18.93057131767273
45,2735,326.2232314486529,425.1095657983457,97.73775153818191,1645.4349312499876,0,19.714977502822876
46,2679,321.14911066344524,420.6265754588909,97.73775153818191,1892.0767112411008,0,19.351318359375
47,2717,330.68281485312275,425.6424817790651,97.73775153818191,1649.1109233278298,0,19.699064254760742
48,2744,336.7084420540589,530.7883508679886,97.73775153818191,17264.154050489415,0,18.919066190719604
49,2676,329.3101032600132,430.5305233138545,97.73775153818191,3921.9184060842313,0,19.287150144577026
50,2672,326.4238756716435,423.9799725261287,97.73775153818191,1664.770165967292,0,19.016240119934082
